Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,total_squared_error,marker_error_RMS,marker_error_max,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
386,3.85000000,-268.10617,457.77316,-427.97982,-239.27495,394.15920,-398.43566,-271.86921,94.93832,-431.22468,-337.24743,57.46019,-470.81388,-168.26252,46.59511,-402.81058,-125.44933,70.10420,-456.10294,-271.11056,452.02153,-816.49124,-220.38608,392.63124,-822.81576,-268.40153,94.43978,-789.58494,-339.36854,57.94997,-740.82289,-174.33038,45.26345,-809.51164,-129.13825,73.17177,-754.88847,-243.01167,283.33278,-393.19227,-311.63878,395.15078,-415.90445,-323.45095,279.17161,-414.24244,-308.02679,401.05056,-838.93470,-307.21296,278.77528,-834.99806,-545.74487,575.47440,-482.36870,-438.98452,564.48546,-457.68765,-428.06779,526.13160,-405.94314,-571.12045,498.07430,-402.11941,-455.75023,476.71597,-396.32923,-539.98344,557.26801,-792.02467,-402.85130,547.20680,-800.63746,-555.05647,446.06298,-824.74534,-412.88011,443.82769,-831.26523,-572.32977,586.13188,-490.24765,-752.34285,588.78026,-566.14433,-572.16843,574.84867,-746.52428,-755.05373,580.93086,-674.11404,-535.73393,1024.60792,-612.07961,-480.61588,958.25133,-462.81530,-478.51976,966.69162,-779.02199,-430.59666,919.30071,-598.85855,-432.43574,919.06724,-642.16959,-554.60956,746.83739,-360.16474,-615.75201,649.48786,-411.21827,-593.81506,674.94625,-335.94563,-480.59713,662.91056,-364.38356,-377.95135,650.43087,-405.35520,-380.94032,605.38521,-404.36782,-488.40963,836.79388,-835.83206,-598.28787,642.83135,-798.12501,-592.21194,653.74308,-871.77405,-480.37700,669.99597,-858.49316,-372.07629,688.09734,-812.87508,-363.99071,651.74502,-812.21735,-631.89940,505.49020,-515.80171,-627.69996,499.53117,-715.96154,-627.35026,502.16211,-519.08351,-631.58876,489.88984,-687.89115,3.85000000,0.01237508,0.01696445,0.03063877,3.85000000,6.07015316,-0.37461013,2.30876183,-0.57989813,0.58125880,-0.61813435,77.68567870,-7.02395054,3.85528066,87.44753346,1.52624738,7.99931646,-4.32106132,-7.49999932,78.49753611,-6.04207127,-1.03377224,87.33257932,1.52424105,5.80092595,-1.14395855,-7.49999932,-40.42141772,0.67723331,-0.81913020,7.77786112,-10.02008396,-2.38548632,110.87860152,91.08134131,11.42802122,-5.34036703,0.66418843,120.64387177,89.68500479
387,3.86000000,-267.67218,457.58554,-427.11943,-238.95483,394.00663,-397.64242,-271.48306,95.12255,-431.27639,-336.96920,57.91694,-471.11914,-168.17815,46.19451,-402.85790,-125.06523,69.49067,-455.93183,-270.83211,452.10900,-816.83894,-220.18040,392.61738,-823.03842,-268.44724,94.44123,-789.62309,-339.36382,57.96876,-740.70349,-174.43742,45.27417,-809.67281,-129.15537,73.16121,-755.09618,-242.68076,283.06195,-392.93552,-311.34008,395.03706,-415.18334,-323.00411,278.92018,-413.79041,-307.83783,401.09071,-839.16818,-307.18075,278.79090,-835.04376,-545.38520,576.12762,-481.36246,-439.04128,564.48872,-456.44530,-427.71625,526.19989,-405.14991,-570.82318,498.04403,-401.91184,-455.41928,476.51139,-395.98014,-539.60575,557.45554,-791.93978,-402.44006,547.37953,-800.62744,-554.73266,446.30205,-824.95857,-412.58291,444.08406,-831.60671,-571.87844,585.24657,-489.97750,-751.62205,589.10446,-566.06972,-571.41462,574.17814,-746.39266,-754.34315,581.22462,-674.07829,-531.01848,1023.32388,-612.11185,-477.13017,956.16251,-462.77688,-474.30124,964.47950,-779.18726,-427.16698,916.78278,-598.81604,-428.79674,916.61264,-642.05923,-553.11647,746.10539,-358.75541,-614.48319,648.45177,-406.93302,-593.23036,675.06876,-333.90057,-480.30867,662.21143,-361.86687,-377.58936,648.45985,-402.32718,-380.83171,603.42895,-401.11398,-485.32755,834.50075,-835.57956,-596.41135,641.44420,-798.09395,-590.72980,652.42933,-871.50704,-478.74704,667.62774,-859.08474,-369.89964,684.58174,-814.39174,-362.05527,648.20780,-814.10651,-631.81298,504.99985,-515.69404,-627.43534,499.15248,-715.85335,-627.31941,501.77855,-518.82733,-631.57434,489.45719,-687.71657,3.86000000,0.01256311,0.01709284,0.03060876,3.86000000,5.80476300,-0.38464724,2.27517758,-0.57917355,0.58070980,-0.61795357,78.02755715,-7.09997036,3.72521197,87.50969804,1.52733236,7.74767657,-4.27754048,-7.49999933,78.81839318,-6.13784914,-1.05495599,87.45608474,1.52639663,5.86046774,-1.12672310,-7.49999933,-40.70444278,0.68631981,-0.85565545,7.69531190,-10.54500532,-2.55400306,111.12152837,90.91232619,11.50264071,-5.28450430,0.03803970,120.51054208,89.55697930
388,3.87000000,-267.17290,457.43748,-426.47252,-238.49296,393.97993,-396.81802,-271.22660,95.22828,-431.43312,-336.78779,58.26250,-471.56796,-168.21436,46.02496,-402.87506,-124.78965,69.14450,-455.76199,-270.49078,452.15664,-817.12720,-219.86084,392.57007,-823.14678,-268.48470,94.44808,-789.68530,-339.34316,58.01376,-740.60282,-174.54127,45.24265,-809.84822,-129.15187,73.07440,-755.34173,-242.16483,282.82783,-392.72153,-310.98873,394.92436,-414.49704,-322.44459,278.79127,-413.33944,-307.52143,401.08807,-839.43019,-306.70631,278.82345,-835.59679,-544.95400,576.37190,-480.71422,-437.99525,565.29225,-456.47708,-427.36823,526.06248,-404.52599,-570.49402,497.99544,-401.77105,-455.07262,476.30423,-395.59606,-539.05299,557.64503,-791.87237,-401.94039,547.52022,-800.66957,-554.38276,446.49311,-825.03674,-412.22532,444.29204,-831.94461,-571.12992,584.48795,-489.84971,-750.80802,589.50803,-565.99809,-570.35157,574.16772,-746.23228,-753.56906,581.55093,-673.98557,-525.59467,1021.74842,-612.12669,-473.23066,954.08476,-462.66542,-469.65057,961.96337,-779.18435,-423.23546,913.96432,-598.71788,-424.76631,913.81035,-641.82318,-551.24112,745.37723,-357.07413,-613.28745,647.49794,-403.50590,-591.95768,675.03863,-331.49360,-479.19728,661.52357,-359.25406,-376.45326,646.89378,-399.23495,-379.88868,601.92741,-397.91239,-481.72402,832.05627,-835.18578,-593.80755,639.77201,-798.37166,-588.41717,650.80724,-871.54669,-476.34244,665.29058,-859.99487,-367.00719,681.20305,-816.05581,-359.43908,644.74578,-815.84997,-631.36220,504.62082,-515.74111,-626.84243,499.23134,-715.90913,-626.99159,501.88579,-518.64168,-631.30835,489.44525,-687.48000,3.87000000,0.01266796,0.01716403,0.03055066,3.87000000,5.59320099,-0.34726283,2.23392700,-0.57835261,0.58045941,-0.61776935,78.28812754,-7.14570894,3.65775137,87.56198150,1.52824488,7.28869552,-4.65118213,-7.49999943,79.02542364,-6.22476721,-1.11661388,87.55110931,1.52805512,5.97840638,-1.01304474,-7.49999943,-41.12952317,0.64478752,-1.01121542,7.81673230,-11.01407484,-2.75823744,111.11679416,93.42662480,11.69361837,-5.26742386,-0.88356180,119.89073670,94.15211734
389,3.88000000,-266.71279,457.38096,-425.84120,-238.04216,393.98081,-396.04188,-271.21785,95.24400,-431.67818,-336.75070,58.38904,-471.95920,-168.38121,46.02567,-402.65699,-124.71335,69.07892,-455.53326,-270.06267,452.13678,-817.26755,-219.48744,392.46716,-823.13969,-268.50180,94.44168,-789.72934,-339.26572,58.09630,-740.53599,-174.61298,45.17946,-810.10557,-129.12517,72.93272,-755.62942,-241.58957,282.74318,-392.36123,-310.53185,394.86830,-413.87277,-321.95450,278.84660,-413.00347,-307.10220,401.12517,-839.74874,-305.95631,278.91302,-836.48578,-544.57306,575.72997,-480.96556,-435.86495,566.53787,-458.25324,-427.02654,525.78301,-404.04129,-570.10636,497.96693,-401.59309,-454.75585,476.17307,-395.11509,-538.38406,557.77067,-791.85014,-401.39649,547.52371,-800.70234,-553.95272,446.64848,-824.98935,-411.74300,444.38512,-832.16336,-569.97543,583.69410,-489.98856,-749.90844,589.93087,-565.96624,-569.59205,574.11067,-746.16672,-752.72110,581.90888,-673.95326,-519.68177,1019.97171,-612.11068,-468.75080,951.91065,-462.41067,-464.50962,959.21449,-779.00851,-418.86007,910.85766,-598.33813,-420.37738,910.66409,-641.39426,-548.83537,744.73505,-355.19245,-612.09784,646.89880,-401.35146,-590.04367,675.09733,-328.57455,-477.27942,660.87891,-356.53843,-374.57141,645.66558,-396.32121,-378.19390,600.78971,-394.91901,-477.56819,829.39570,-834.67530,-590.50758,637.63022,-798.85983,-585.32596,648.96626,-871.98531,-473.12102,662.88049,-861.04013,-363.39884,677.97368,-817.89923,-356.13911,641.39746,-817.54763,-630.71560,504.23349,-515.94441,-626.37377,499.28415,-716.12720,-626.59630,501.99307,-518.70151,-630.98986,489.46330,-687.37819,3.88000000,0.01278431,0.01724266,0.03051045,3.88000000,5.35686538,-0.31042260,2.23835456,-0.57743988,0.58021510,-0.61774406,78.55026960,-7.23405797,3.61998712,87.65715825,1.52990602,7.32230050,-4.67765731,-7.49999943,79.24552106,-6.24206964,-1.16636147,87.61728602,1.52921012,5.99624052,-1.02869134,-7.49999943,-41.56575458,0.62601512,-1.18251865,8.02458149,-11.42869927,-2.96271135,111.25523082,93.42339941,12.05034134,-5.52047835,-1.17109884,119.85005132,94.13642958
390,3.89000000,-266.36928,457.28393,-425.26044,-237.69384,393.91637,-395.39283,-271.38288,95.22282,-431.81992,-336.79492,58.37215,-472.20997,-168.61507,46.05961,-402.29297,-124.77647,69.14183,-455.23601,-269.56026,452.02936,-817.17602,-219.11683,392.34095,-822.96920,-268.51696,94.41694,-789.74497,-339.18293,58.12530,-740.44392,-174.69970,45.11132,-810.39193,-129.10537,72.81376,-755.91344,-241.32451,282.65291,-391.96687,-310.18116,394.80606,-413.43744,-321.77248,278.97769,-412.82970,-306.67714,401.15623,-839.88263,-305.45033,278.96645,-836.90331,-544.32712,575.06244,-481.74746,-434.37728,567.13635,-459.44786,-426.69196,525.52305,-403.65421,-569.65178,497.92624,-401.48317,-454.47011,476.06078,-394.69021,-537.73829,557.82770,-791.89979,-400.79433,547.39064,-800.68860,-553.39814,446.79467,-824.99878,-411.18253,444.25521,-831.97843,-568.72613,582.54804,-490.26350,-748.95713,590.31781,-566.02363,-569.44386,573.41112,-746.21736,-751.78421,582.36869,-674.01748,-513.26173,1018.03088,-612.03143,-463.63927,949.44890,-462.07213,-458.70707,956.22843,-778.87554,-414.04526,907.39078,-597.77335,-415.50072,907.18042,-640.90388,-545.81835,744.16653,-353.28364,-610.10099,646.22737,-399.05287,-587.34092,674.98080,-325.71897,-474.55380,660.31925,-353.77485,-371.93202,644.82226,-393.60667,-375.68805,599.90926,-392.25751,-472.93908,826.54870,-834.21823,-586.56354,635.11655,-799.74146,-581.47147,646.95430,-872.86059,-469.14829,660.35137,-862.18264,-359.12799,674.78311,-819.74982,-352.08849,638.15477,-819.31026,-630.27257,503.61268,-516.22993,-626.37361,498.92415,-716.42860,-626.51133,501.54624,-519.01142,-630.92343,489.14160,-687.53751,3.89000000,0.01291250,0.01732890,0.03051970,3.89000000,5.04320420,-0.26123905,2.27377401,-0.57653523,0.57971352,-0.61784400,78.91435424,-7.36513820,3.62076770,87.78954091,1.53221654,7.38043202,-4.72309201,-7.49999944,79.55957163,-6.16740871,-1.18952250,87.68760397,1.53043740,6.02880196,-1.06537435,-7.49999944,-42.00061776,0.62673652,-1.38578249,8.35355968,-11.87353531,-3.15534194,111.56148754,93.43056718,12.54995450,-5.77148607,-1.52937719,119.85131708,94.11983217
391,3.90000000,-266.08444,457.10457,-424.84435,-237.46414,393.82911,-394.96152,-271.57588,95.18376,-431.73294,-336.83249,58.29983,-472.29309,-168.78092,46.13256,-401.99950,-124.90200,69.27186,-454.96383,-269.02056,451.91240,-816.91462,-218.79220,392.23877,-822.71806,-268.57901,94.38273,-789.74358,-339.19612,58.04482,-740.33152,-174.82189,45.08647,-810.55073,-129.14215,72.79912,-756.10373,-241.43735,282.52866,-391.65094,-310.05380,394.76157,-413.23044,-321.83414,279.08442,-412.72491,-306.32501,401.14209,-839.64675,-305.35379,279.00336,-836.66335,-544.11301,575.13181,-482.32840,-434.25403,566.83989,-458.64548,-426.34997,525.33708,-403.32482,-569.23651,497.83805,-401.58916,-454.14432,475.90583,-394.48148,-537.17075,557.82154,-792.07345,-400.15141,547.22978,-800.66720,-552.77546,446.84095,-825.10120,-410.61833,443.98153,-831.52003,-567.77165,581.44982,-490.38821,-747.95517,590.79331,-566.11525,-568.82269,572.75723,-745.94653,-750.77868,583.01067,-674.18282,-506.19933,1015.85352,-611.81749,-457.88886,946.69615,-461.71748,-452.20109,953.00111,-778.70162,-408.73541,903.56218,-597.30870,-410.06813,903.39483,-640.50101,-542.12934,743.60196,-351.30342,-606.81579,645.22555,-395.71907,-583.71397,674.61924,-323.11201,-470.98436,659.90330,-351.01586,-368.45327,644.33971,-390.94130,-372.24473,599.35327,-389.72030,-467.65127,823.72638,-834.02085,-581.87344,632.40049,-801.26513,-576.73241,644.83755,-874.09121,-464.40271,657.83362,-863.59686,-354.16394,671.55081,-821.52940,-347.21132,634.97450,-821.09043,-630.01750,503.05867,-516.38019,-626.12542,498.65486,-716.58567,-626.36155,501.11192,-519.22448,-630.75799,488.99283,-687.49901,3.90000000,0.01295259,0.01735578,0.03054181,3.90000000,4.51235406,-0.07577358,2.36031448,-0.57547160,0.57882546,-0.61809421,79.58410727,-7.63318249,3.77314641,88.01669086,1.53618105,7.55664099,-4.78129598,-7.49999944,80.05169432,-5.90937904,-1.29626532,87.70798558,1.53079313,6.12103328,-1.30549629,-7.49999944,-42.38293233,0.62471484,-1.69466511,8.56322340,-12.43399567,-3.09052702,112.84556870,93.45155994,13.00483704,-5.90533700,-2.32075351,120.08086640,94.09925999
392,3.91000000,-265.81416,456.97660,-424.52746,-237.38642,393.77493,-394.76948,-271.75790,95.07914,-431.55020,-336.90247,58.14439,-472.24033,-168.84898,46.24465,-401.88832,-125.09773,69.49713,-454.79800,-268.47285,451.89869,-816.63181,-218.52776,392.15508,-822.48380,-268.73066,94.34645,-789.70002,-339.30700,57.90773,-740.27213,-174.96876,45.19338,-810.57428,-129.27238,72.92844,-756.15775,-241.61789,282.50146,-391.38945,-310.00325,394.81521,-413.16593,-321.90339,279.16997,-412.56950,-306.06196,401.13933,-839.22410,-305.35982,279.01793,-836.21758,-543.69315,575.46873,-482.40592,-434.36978,566.35971,-457.29790,-425.98101,525.17963,-402.99622,-568.93751,497.77376,-401.74702,-453.79119,475.72668,-394.49071,-536.62924,557.74744,-792.36120,-399.52730,547.09249,-800.58446,-552.18824,446.67365,-825.07935,-410.03185,443.75156,-831.20916,-567.00700,580.80880,-490.33323,-746.94141,591.47693,-566.24584,-567.20960,572.68405,-745.49350,-749.75984,583.75385,-674.41356,-498.50102,1013.41534,-611.46076,-451.43522,943.87330,-461.39798,-445.06507,949.62499,-778.21573,-402.89954,899.40872,-596.95322,-404.14312,899.30548,-640.02608,-537.62752,742.97561,-349.13428,-602.36664,644.11153,-391.93592,-579.17433,674.32137,-320.21616,-466.55099,659.70533,-348.17553,-364.08689,644.09975,-388.35600,-367.80537,599.27175,-387.02740,-461.31709,821.10301,-834.08513,-576.20825,629.55359,-803.19979,-570.99557,642.72575,-875.70732,-458.75358,655.34600,-865.23599,-348.34410,668.41132,-823.40176,-341.50080,631.88548,-822.89361,-629.66259,502.87344,-516.41578,-625.23310,498.82984,-716.61785,-625.83353,501.25750,-519.18319,-630.21063,489.26182,-687.19037,3.91000000,0.01282892,0.01727272,0.03030356,3.91000000,4.08979280,-0.05192856,2.26006562,-0.57439588,0.57858527,-0.61788901,80.00294981,-7.59721419,3.77731843,88.06336904,1.53699574,7.63912261,-4.78142150,-7.49999944,80.41884581,-5.98550665,-1.32825381,87.77559516,1.53197314,6.18955573,-1.37029110,-7.49999944,-42.88120774,0.55238787,-1.80458670,9.23995320,-12.95125576,-3.27037342,113.19696559,93.45214346,13.75914084,-6.31219031,-2.61577277,120.13727374,94.08578992
393,3.92000000,-265.58831,456.92355,-424.31730,-237.40872,393.73569,-394.71608,-272.01849,94.87844,-431.45191,-337.11729,57.86068,-472.13696,-168.96269,46.33466,-401.95154,-125.39267,69.83794,-454.73467,-267.95463,452.00315,-816.35109,-218.30475,392.03829,-822.21333,-269.01154,94.31712,-789.57591,-339.45494,57.75547,-740.25281,-175.21233,45.49545,-810.67045,-129.50890,73.19859,-756.20195,-241.68785,282.50605,-391.23469,-309.92926,394.91774,-413.18215,-321.96389,279.23530,-412.40695,-305.88877,401.18228,-838.72680,-305.41861,278.95560,-835.64491,-543.07285,575.54691,-482.12256,-433.98632,566.15169,-456.78502,-425.61648,525.05879,-402.73600,-568.64949,497.85022,-401.69083,-453.49695,475.56472,-394.60275,-536.09288,557.63829,-792.58296,-398.95329,546.95437,-800.38847,-551.66966,446.37403,-824.87484,-409.42800,443.59955,-831.09234,-565.88082,580.22031,-490.40349,-745.95921,592.33363,-566.50700,-565.64902,572.65048,-745.53532,-748.71002,584.53525,-674.65595,-490.30253,1010.64655,-611.14127,-444.11143,941.17424,-461.09321,-437.28154,946.09345,-777.42708,-396.54619,894.93444,-596.50439,-397.74336,894.85659,-639.27028,-532.22253,742.24451,-346.86912,-597.01530,642.94141,-388.34405,-573.78308,674.15461,-316.78431,-461.29188,659.76986,-345.16109,-358.87931,644.17246,-385.97325,-362.39486,599.68834,-384.11919,-454.09723,818.54284,-834.16071,-569.56895,626.66842,-805.39594,-564.32023,640.68263,-877.88057,-452.15732,652.85508,-867.03658,-341.58672,665.51445,-825.41476,-334.98911,628.92090,-824.80398,-629.11716,502.78423,-516.66250,-624.41240,499.05743,-716.86520,-625.32019,501.54372,-519.25669,-629.59236,489.43165,-687.22772,3.92000000,0.01268387,0.01717480,0.03019428,3.92000000,3.53171255,0.04438819,2.14308403,-0.57317293,0.57818379,-0.61777322,80.56720087,-7.53114052,3.92130585,88.12252814,1.53802826,7.90710457,-4.70660271,-7.49999944,80.89809986,-6.02241191,-1.43842189,87.83910497,1.53308159,6.45959975,-1.58678027,-7.49999944,-43.42417203,0.50413169,-1.94984427,9.89464226,-13.69181789,-3.07308696,114.50962457,93.49458078,14.56899964,-6.77920148,-3.08220993,120.46285110,94.06820190
394,3.93000000,-265.38739,456.81117,-424.36527,-237.44312,393.64763,-394.74946,-272.43107,94.64021,-431.44640,-337.41319,57.46151,-471.96479,-169.24518,46.41620,-402.07417,-125.74997,70.28234,-454.71632,-267.49469,452.13829,-815.93171,-218.10717,391.89740,-821.85567,-269.45117,94.31503,-789.41623,-339.64926,57.56411,-740.12801,-175.63877,45.93947,-811.01844,-129.83896,73.57603,-756.48074,-241.75932,282.37465,-391.25946,-309.89013,394.95875,-413.25894,-322.16342,279.23044,-412.39189,-305.78356,401.26690,-838.01854,-305.67195,278.93443,-834.89885,-542.72679,575.63917,-481.91522,-433.46755,566.16143,-456.88791,-425.29244,525.03437,-402.67788,-568.29574,498.04473,-401.45056,-453.26813,475.43592,-394.70874,-535.59028,557.59989,-792.63548,-398.42512,546.86367,-800.16364,-551.18670,446.14605,-824.68723,-408.88041,443.48830,-830.92056,-564.51967,579.19063,-490.64581,-744.97180,593.31305,-566.83552,-564.78314,572.23430,-745.98132,-747.55590,585.46744,-674.87195,-481.74460,1007.43521,-611.04958,-436.03795,938.41968,-460.72980,-428.72042,942.28361,-776.55632,-389.69472,890.13082,-595.92329,-390.82619,890.03151,-638.42735,-525.92992,741.39724,-344.57365,-590.87147,641.54214,-384.68079,-567.54598,673.92959,-313.11384,-455.22674,660.09493,-342.08963,-352.85043,644.78172,-383.64157,-356.02050,600.46952,-381.13058,-446.51839,815.74623,-834.10459,-562.15801,623.81933,-808.25376,-556.76515,638.75997,-880.69366,-444.56113,650.62322,-869.35105,-334.07319,662.84973,-827.36056,-327.61740,626.18662,-826.89489,-628.68186,502.45719,-517.14302,-624.15202,499.07206,-717.35544,-625.28871,501.50722,-519.61520,-629.30932,489.30029,-687.70891,3.93000000,0.01260502,0.01712133,0.03064673,3.93000000,2.86690020,0.08149122,2.18258258,-0.57194657,0.57762498,-0.61806069,81.21927397,-7.63043791,3.98318794,88.21067361,1.53956669,8.22943827,-4.57241825,-7.49999945,81.52394136,-5.86247636,-1.43013693,87.90609540,1.53425080,6.73975030,-1.85407322,-7.49999945,-43.86978866,0.59387640,-2.18859330,10.76180296,-14.44446826,-3.05436107,115.58147994,93.51492977,15.51819066,-7.35683636,-3.37383749,120.82020523,94.05075526
395,3.94000000,-265.21291,456.62812,-424.61639,-237.51995,393.43392,-394.94246,-272.91371,94.46267,-431.49099,-337.61172,56.95814,-471.80574,-169.62987,46.61725,-402.09142,-126.09628,70.76250,-454.68538,-267.08763,452.21312,-815.20801,-217.92957,391.84423,-821.48583,-270.00087,94.38756,-789.35188,-339.91268,57.33645,-739.78960,-176.16377,46.38967,-811.60979,-130.19245,73.99728,-757.10643,-241.97479,282.15167,-391.39692,-309.92038,394.91449,-413.36891,-322.49677,279.12926,-412.52842,-305.67930,401.43952,-837.18445,-305.96193,279.12764,-834.29466,-543.00714,576.03669,-482.09755,-433.11478,566.23724,-457.08214,-424.98185,525.05891,-402.69822,-567.97606,498.23514,-401.30333,-453.04218,475.37595,-394.76660,-535.10943,557.71907,-792.65531,-397.91376,546.91090,-799.91948,-550.69385,446.13657,-824.65993,-408.38858,443.48413,-830.64404,-563.92505,577.99291,-490.61767,-743.91891,594.42686,-567.05453,-564.05925,571.58100,-746.26867,-746.31060,586.62495,-675.03785,-472.74152,1003.91634,-611.16173,-427.54860,935.25161,-460.42780,-419.25827,938.28400,-775.65390,-382.37407,884.99948,-595.28287,-383.44229,884.87786,-637.68330,-518.72201,740.46613,-342.09291,-583.91242,640.01083,-380.54340,-560.44080,673.64207,-309.36838,-448.27058,660.63601,-339.08030,-345.94518,645.90344,-381.08135,-348.65731,601.51560,-378.14572,-438.35927,812.71262,-834.14210,-553.95295,620.97636,-811.91096,-548.22377,636.98929,-884.12661,-435.82115,648.94798,-872.48152,-325.88392,660.40190,-829.17719,-319.30954,623.79256,-829.11053,-628.78209,502.06679,-517.43662,-624.12759,499.00621,-717.65108,-625.77358,501.26562,-519.80965,-629.50113,489.10547,-688.11305,3.94000000,0.01258926,0.01711062,0.03105689,3.94000000,2.07884204,0.12335716,2.13216937,-0.57074887,0.57695810,-0.61811806,81.99412457,-7.57547743,4.10894758,88.24971712,1.54024813,8.60408644,-4.44361780,-7.49999945,82.26399657,-5.77845957,-1.40381515,87.97152475,1.53539275,7.01109482,-2.23867820,-7.49999945,-44.26161872,0.61638327,-2.37353286,11.80115911,-15.24103402,-3.01307350,116.73848078,93.53481754,16.60055513,-8.12756040,-3.56986004,121.28321168,94.04499372
396,3.95000000,-265.15489,456.45090,-424.88054,-237.65742,393.13154,-395.28324,-273.30384,94.37361,-431.60008,-337.75288,56.39298,-472.04236,-169.94392,47.01708,-401.98026,-126.39190,71.18457,-454.61558,-266.71350,452.21119,-814.22617,-217.72399,391.96118,-821.12267,-270.52063,94.55743,-789.44585,-340.16751,57.13884,-739.36761,-176.60859,46.66106,-812.17202,-130.46675,74.39084,-757.88541,-242.31634,281.98513,-391.60016,-309.96841,394.85987,-413.52966,-322.84958,279.02917,-412.69585,-305.48295,401.74025,-836.49340,-306.10176,279.52468,-833.96308,-543.42158,576.25712,-482.35484,-432.76517,566.31047,-457.36590,-424.65170,525.04125,-402.54048,-567.72589,498.44414,-401.41695,-452.79446,475.44337,-394.75860,-534.56498,557.97576,-792.61367,-397.35316,547.06222,-799.47424,-550.18178,446.40440,-824.78564,-407.88216,443.66699,-830.34479,-564.18930,577.18967,-490.02126,-742.72841,595.72017,-567.16539,-562.96265,570.79284,-746.35120,-744.99813,587.96243,-675.20648,-462.89152,1000.37458,-611.33136,-418.49508,931.67781,-460.31848,-408.95682,934.25118,-774.58149,-374.66742,879.57918,-594.60906,-375.71290,879.45959,-636.83441,-510.57860,739.50339,-339.32716,-576.01872,638.57256,-376.07800,-552.45097,673.37393,-305.49798,-440.34770,661.33219,-336.01288,-338.18563,647.29160,-378.32249,-340.34995,602.88261,-375.01988,-428.92513,809.70977,-834.50257,-544.80508,618.11082,-816.10564,-538.61845,635.28463,-888.14922,-425.99945,647.61127,-876.02861,-316.74490,658.19239,-830.99677,-310.12606,621.66282,-831.32475,-629.29746,501.99641,-517.30835,-623.93022,498.93518,-717.50492,-626.35116,501.02963,-519.45432,-629.89690,488.91190,-688.21670,3.95000000,0.01257806,0.01710301,0.03107994,3.95000000,1.23727071,0.12343165,1.95280271,-0.56960530,0.57651097,-0.61782147,82.76266435,-7.31013448,4.22160237,88.15904082,1.53866553,8.89257413,-4.45747454,-7.49999945,83.01777922,-5.84262775,-1.29641903,87.97921518,1.53552698,7.21433636,-2.53516083,-7.49999945,-44.66193843,0.58535159,-2.48114536,13.04944279,-15.99757725,-3.05869437,117.80101841,93.56826576,17.90314874,-9.05860384,-3.73391610,121.69270920,94.05095217
