Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,total_squared_error,marker_error_RMS,marker_error_max,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
375,3.74000000,-264.99550,458.05892,-437.54249,-237.34260,395.44637,-406.72428,-273.51836,94.99658,-431.83705,-338.00925,55.48292,-470.75231,-169.27258,48.85506,-403.40484,-126.91380,73.62257,-456.12975,-266.96214,452.98633,-810.74606,-215.83548,393.32333,-816.15152,-270.20254,95.17785,-789.50539,-340.34481,56.34121,-740.88274,-175.31031,48.15343,-809.75995,-130.46988,76.92383,-754.78438,-242.77746,284.90404,-399.11085,-309.74502,396.71442,-424.27498,-322.64578,281.08599,-418.99492,-302.95626,403.50483,-834.85677,-303.66914,280.96217,-833.23295,-545.43989,575.16602,-488.20661,-436.68352,564.90304,-466.97664,-424.30516,527.02117,-413.56735,-567.09957,498.79858,-405.97654,-451.98258,477.76126,-402.55625,-536.12963,558.16837,-791.24190,-399.21263,548.21064,-797.17215,-550.70703,446.74428,-823.09765,-408.49384,444.28465,-827.20985,-573.56723,585.81075,-491.13839,-754.38453,585.06597,-567.09593,-572.21950,578.30805,-746.42585,-756.81433,577.36569,-674.63037,-551.58140,1027.48216,-608.14564,-494.14171,961.09781,-461.30774,-496.23993,972.80416,-775.77209,-443.17676,924.28984,-597.02432,-445.29542,924.88026,-640.35368,-522.20922,736.26592,-367.89401,-565.92897,629.20701,-419.32827,-541.83358,656.21878,-346.60776,-436.29718,682.78956,-386.64455,-340.54198,705.49810,-438.61767,-329.43518,662.11458,-439.99801,-485.44727,845.76276,-834.80159,-558.10067,633.61759,-812.97356,-544.46993,648.68063,-885.02506,-444.32107,693.77141,-857.84738,-351.72865,739.04729,-798.90436,-334.32277,706.37742,-796.57925,-631.20667,504.07739,-517.26139,-626.35238,500.77960,-717.46812,-626.83653,502.82463,-520.04981,-630.63596,490.78739,-688.14015,3.74000000,0.01250225,0.01705139,0.03152298,3.74000000,7.79263571,0.31587254,2.01649443,-0.58113464,0.58226549,-0.61869760,76.09026454,-5.65461113,6.09248377,88.04397943,1.53665733,9.35343924,-5.49474515,-7.49999874,76.59510849,-4.96450289,-0.63425209,87.80604026,1.53250451,7.69734897,-2.18622891,-7.49999874,-40.60974848,0.29372362,-0.27637516,18.34767742,-9.01059583,3.49578430,117.82653324,95.85470442,21.08632481,-7.98059369,7.86059722,125.81691346,91.57546848
376,3.75000000,-265.68962,458.01373,-436.69651,-237.74540,395.36674,-406.04072,-273.31632,94.99775,-431.60305,-337.87754,55.74559,-470.52535,-169.11949,48.42906,-403.41769,-126.68469,73.13601,-456.21360,-267.61828,453.06562,-810.96555,-216.29076,393.46447,-816.37582,-270.35637,95.17472,-789.55344,-340.43933,56.28335,-740.96062,-175.29497,48.17357,-809.53329,-130.65447,77.06699,-754.64353,-242.80212,284.82216,-398.63039,-310.19364,396.67339,-423.29525,-322.78717,280.96476,-418.48781,-303.34584,403.39823,-835.35759,-303.93255,280.79937,-833.49534,-545.84612,576.47675,-487.57347,-437.28305,564.83719,-466.25242,-425.19603,526.92543,-413.00966,-568.06009,498.74002,-405.81905,-452.83271,477.50964,-402.28072,-536.93395,558.41390,-791.59735,-400.08213,548.45115,-797.39116,-551.62292,446.93765,-823.22662,-409.44105,444.27674,-827.22908,-574.03301,586.18781,-490.80489,-754.65596,585.52702,-567.14270,-572.75491,578.42556,-746.67890,-757.20986,577.58056,-674.57461,-552.29515,1027.89642,-608.45517,-494.51565,962.20379,-460.93550,-496.42131,972.80295,-776.14568,-443.75748,924.97270,-597.33411,-445.90682,925.52057,-640.58004,-529.92919,737.77986,-367.84644,-575.09485,632.33138,-420.07178,-551.49732,658.40943,-346.78729,-444.29648,680.70792,-385.55427,-346.92235,699.39986,-436.16779,-337.19467,655.49587,-436.85869,-488.87747,845.14175,-835.19441,-567.46211,635.11740,-811.18572,-554.12545,649.51214,-883.49075,-452.17524,691.22239,-857.63854,-357.28046,733.64973,-800.14831,-340.80849,700.40040,-798.13360,-631.65116,504.47139,-517.15285,-626.82286,500.93891,-717.35679,-627.33278,503.23653,-519.55706,-631.33675,490.77727,-688.00536,3.75000000,0.01246237,0.01702417,0.03156181,3.75000000,7.79013427,0.26507589,2.03921490,-0.58159395,0.58257578,-0.61869566,76.04736221,-5.79545889,5.88770158,87.88333067,1.53385348,9.10900032,-5.31381252,-7.49999875,76.58315100,-5.02944835,-0.65777484,87.71551715,1.53092458,7.68427471,-2.01130776,-7.49999875,-40.51348287,0.29852511,-0.32783639,16.65287593,-8.87111880,2.70847143,117.08330307,95.78418631,19.31541020,-7.68316386,7.17893550,125.36277133,91.61164692
377,3.76000000,-266.38899,458.10547,-435.72045,-238.07944,395.34652,-405.35575,-272.97835,95.03217,-431.22760,-337.74669,56.05742,-470.25029,-168.82612,47.88464,-403.51500,-126.34267,72.43857,-456.54965,-268.30782,453.08865,-811.24427,-216.80996,393.53231,-816.73174,-270.35646,95.11701,-789.57292,-340.41361,56.35531,-741.08899,-175.26679,48.09041,-809.39777,-130.65984,76.95369,-754.56330,-242.78803,284.75113,-397.96674,-310.60674,396.63716,-422.35018,-322.96288,280.82659,-418.13214,-303.86585,403.21452,-835.84237,-304.30375,280.72286,-833.87161,-545.81663,576.82264,-487.16484,-437.79258,564.86980,-465.41059,-426.10970,526.71947,-412.28201,-569.02164,498.54387,-405.56079,-453.62027,477.19886,-401.94631,-537.76518,558.61329,-791.75002,-400.89145,548.58050,-797.75382,-552.51828,446.99838,-823.18035,-410.29324,444.39125,-827.54434,-574.39911,586.54080,-491.10652,-754.91771,585.95728,-567.14297,-573.24121,578.65866,-746.89421,-757.43377,577.75199,-674.57853,-552.67852,1028.15791,-608.75266,-494.66791,963.20623,-460.61542,-496.25773,972.86976,-776.61160,-444.01715,925.68054,-597.88742,-446.15422,926.05922,-640.88753,-537.03678,739.49281,-367.75886,-583.15183,635.33511,-420.69933,-560.13352,660.87970,-346.90675,-451.49578,678.76343,-384.33711,-352.71543,693.37093,-433.51941,-344.49389,648.96830,-433.80267,-492.09216,844.75078,-835.38177,-575.26280,636.85279,-809.45567,-562.84005,650.54852,-882.02860,-459.06340,688.82062,-857.30872,-362.06776,728.48377,-801.48495,-346.57632,694.44752,-799.50747,-631.90061,504.84673,-517.25272,-627.24039,501.16192,-717.45619,-627.86243,503.86111,-519.67754,-631.80522,491.00271,-688.04400,3.76000000,0.01242323,0.01699742,0.03162242,3.76000000,7.69396640,0.22251720,2.09277524,-0.58193807,0.58273157,-0.61879766,76.11689373,-5.97234705,5.71616078,87.72293101,1.53105398,8.77933191,-5.00161385,-7.49999882,76.66930077,-5.03757080,-0.65691336,87.61253325,1.52912717,7.60433855,-1.81128752,-7.49999882,-40.33730152,0.31904051,-0.42975457,15.07055244,-8.65670311,1.98099044,116.30860971,94.87731175,17.72505701,-7.37566644,6.39377891,124.90294773,90.96848630
378,3.77000000,-267.00149,457.96779,-434.95971,-238.44091,395.31642,-404.65513,-272.65087,95.04304,-430.87127,-337.61160,56.30002,-469.95649,-168.54955,47.52527,-403.63203,-126.06947,71.85636,-456.91786,-268.99188,453.01829,-811.61423,-217.39703,393.55818,-817.27692,-270.07182,94.98620,-789.57472,-340.28492,56.58862,-741.28263,-175.17507,47.72447,-809.27890,-130.46594,76.43193,-754.42337,-242.86698,284.59712,-397.37942,-310.93213,396.43842,-421.55766,-323.19955,280.57300,-417.74025,-304.47573,403.07678,-836.36283,-304.58306,280.72696,-834.36870,-545.48729,576.50014,-485.90287,-438.20848,565.12684,-464.59459,-426.88260,526.41379,-411.55870,-569.85842,498.39573,-405.24405,-454.34991,476.97194,-401.42536,-538.53773,558.67224,-791.70978,-401.61966,548.53048,-798.11192,-553.33145,446.95103,-823.16768,-411.00178,444.55340,-828.14924,-574.71744,587.11769,-491.43738,-755.07269,586.43499,-567.15238,-573.40492,578.53224,-746.92217,-757.59789,577.97108,-674.61291,-552.72456,1028.44613,-609.09828,-494.65531,963.83466,-460.79344,-495.83845,972.95728,-777.01585,-443.95621,926.22342,-598.32997,-446.08664,926.42678,-641.20790,-543.22674,741.45155,-367.51131,-590.33467,637.96668,-420.52299,-567.75202,663.33767,-346.90857,-457.77350,676.74069,-382.91480,-357.78289,687.17985,-430.69288,-351.30013,642.51291,-430.48995,-494.52674,844.47571,-835.49833,-582.00682,638.69140,-807.84275,-570.50687,651.72360,-880.44342,-464.99212,686.57719,-856.99218,-366.00951,723.56660,-803.11959,-351.63560,688.63740,-800.83023,-632.14167,505.39168,-517.14643,-627.50617,501.15775,-717.33993,-628.10536,504.41878,-519.76611,-632.05663,491.17444,-687.91661,3.77000000,0.01233733,0.01693856,0.03153791,3.77000000,7.60882149,0.08263101,2.13508712,-0.58216178,0.58290888,-0.61885304,76.12274847,-6.08402667,5.44961969,87.54360541,1.52792415,8.55632018,-4.73474151,-7.49999888,76.77531633,-5.13540109,-0.59934700,87.51647310,1.52745061,7.34067979,-1.64291878,-7.49999888,-40.20956301,0.42571436,-0.43811303,13.66819917,-8.59430239,1.26754870,115.43398370,94.02809143,16.30108957,-7.03836127,5.62850040,124.40089063,90.28461429
379,3.78000000,-267.52964,457.70545,-434.41206,-238.84076,395.22845,-403.95463,-272.51641,95.02543,-430.72040,-337.53569,56.38194,-469.79256,-168.43019,47.44320,-403.68662,-125.99181,71.62577,-457.08107,-269.65485,452.79770,-812.21837,-218.03865,393.53278,-817.99776,-269.49933,94.75476,-789.53627,-340.08191,56.94268,-741.42355,-174.95481,46.76830,-808.67421,-130.08031,75.50569,-754.21623,-243.01395,284.36411,-396.98939,-311.20766,396.16151,-420.65952,-323.37500,280.29063,-417.14519,-305.15877,402.82301,-836.79037,-304.67660,280.53764,-834.84764,-545.26199,576.05640,-484.38228,-438.67494,565.21160,-463.51689,-427.47469,526.11027,-410.90300,-570.35466,498.23621,-405.16854,-455.05116,476.77625,-400.76344,-539.16408,558.51766,-791.70429,-402.23311,548.38802,-798.38720,-554.03126,446.74185,-823.32098,-411.65577,444.47291,-828.64232,-574.82338,587.39410,-491.43649,-755.07335,586.91826,-567.10470,-573.67323,578.34284,-747.09458,-757.70483,578.28400,-674.55786,-552.28000,1028.69712,-609.53985,-494.32037,964.11979,-461.21351,-495.14015,972.97048,-777.30344,-443.53062,926.40260,-598.53167,-445.70074,926.57963,-641.48958,-548.28335,743.51385,-367.02543,-596.63327,640.28714,-419.30204,-574.33197,665.62114,-346.49974,-463.11311,674.49932,-381.16761,-362.19032,680.90677,-427.71833,-357.53262,636.11098,-426.82212,-495.98306,844.28012,-835.73744,-587.43772,640.63352,-806.02704,-577.05594,652.97059,-878.84652,-469.94315,684.47110,-856.92887,-369.09552,718.60774,-804.66158,-355.92145,683.19484,-802.27071,-632.34409,505.72893,-517.04928,-627.85204,501.13270,-717.23902,-628.32607,504.67476,-519.61434,-632.44648,491.15524,-687.86294,3.78000000,0.01222290,0.01685982,0.03137455,3.78000000,7.46526837,-0.02625964,2.16881131,-0.58228757,0.58294211,-0.61885357,76.20043009,-6.18250923,5.22910304,87.41482337,1.52567648,8.67706162,-4.27089626,-7.49999902,76.92402509,-5.25026456,-0.60573100,87.38030531,1.52507403,6.96140040,-1.20293753,-7.49999902,-40.05594726,0.51582646,-0.54596435,12.52508253,-8.69098398,0.72939300,114.13810398,96.23049061,15.02574406,-6.71587584,4.64397590,123.50453679,92.86512113
380,3.79000000,-267.92938,457.67559,-433.67843,-239.17822,395.08330,-403.25726,-272.61110,94.99882,-430.77995,-337.56788,56.33272,-469.85959,-168.47173,47.45099,-403.60512,-126.06024,71.66792,-456.98618,-270.26877,452.47963,-812.98641,-218.66761,393.39828,-818.77254,-268.86205,94.47620,-789.42644,-339.82669,57.27489,-741.33327,-174.65292,45.47136,-807.67469,-129.61279,74.46188,-754.02596,-243.19581,284.15374,-396.61624,-311.45459,395.98992,-419.61492,-323.44166,280.06140,-416.43224,-305.86907,402.29055,-837.02070,-304.79330,280.05020,-835.09359,-545.44746,575.91070,-483.61101,-439.09266,564.89875,-462.10454,-427.96622,525.95983,-410.19258,-570.60889,497.98775,-405.15227,-455.65818,476.49639,-400.24098,-539.61913,558.23225,-791.82928,-402.69394,548.14637,-798.67988,-554.58010,446.41149,-823.48408,-412.32338,444.08873,-828.81188,-574.70313,587.21493,-491.25870,-754.91866,587.29800,-566.90290,-574.42558,578.15076,-747.70431,-757.66538,578.71955,-674.39195,-551.30797,1028.70305,-610.04765,-493.51053,964.23573,-461.36518,-494.09922,972.84342,-777.59571,-442.75597,926.28038,-598.69236,-444.94081,926.47245,-641.74623,-552.10539,745.31819,-366.37130,-601.83515,642.57594,-418.15815,-579.82108,667.64828,-345.68881,-467.64184,672.07857,-379.06168,-366.12913,674.90667,-424.60907,-363.16555,629.85495,-423.48016,-496.71447,844.11893,-836.03916,-591.30168,642.48886,-804.12250,-582.43461,654.07486,-877.35382,-473.91680,682.49967,-857.16853,-371.46651,713.57358,-805.68894,-359.38511,678.02746,-803.63697,-632.43814,505.71900,-517.16101,-628.48144,501.13443,-717.36114,-628.69459,504.38431,-519.54719,-633.00744,490.91615,-688.31641,3.79000000,0.01215666,0.01681407,0.03131038,3.79000000,7.27537416,-0.03397964,2.28508831,-0.58231721,0.58285159,-0.61900346,76.38610694,-6.45078022,5.01570701,87.37722480,1.52502026,8.60832005,-4.35062272,-7.49999919,77.08941160,-5.24324449,-0.75675564,87.18552097,1.52167440,6.32209254,-1.10525159,-7.49999919,-39.92724964,0.55979347,-0.58593064,11.36847437,-8.79103393,0.04248415,113.27691980,96.26707909,14.08583174,-6.33591204,3.98349798,122.65116123,93.76789861
381,3.80000000,-268.13793,457.78200,-432.67609,-239.40203,394.87725,-402.52712,-272.76283,94.95653,-430.91878,-337.59996,56.29931,-469.98831,-168.56907,47.41319,-403.43314,-126.14240,71.72812,-456.75575,-270.76917,452.16579,-813.65030,-219.21177,393.13591,-819.49445,-268.41463,94.26573,-789.26589,-339.55580,57.52027,-741.08327,-174.40641,44.64132,-807.24235,-129.24811,73.65771,-753.92930,-243.42111,284.02774,-396.17911,-311.63993,395.90947,-418.79899,-323.53614,279.88394,-415.87076,-306.50818,401.64078,-837.31016,-305.11917,279.35625,-834.89864,-545.87422,576.02942,-483.25778,-439.34661,564.63408,-460.89211,-428.36784,526.00587,-409.34321,-570.95967,497.81623,-404.62532,-456.05888,476.20901,-399.92187,-539.94775,557.95744,-791.97121,-402.94435,547.70651,-799.04660,-554.99765,446.09360,-823.50906,-412.87754,443.65315,-828.88561,-574.55269,587.05502,-491.08563,-754.66581,587.57702,-566.59820,-574.91824,577.63650,-748.02737,-757.46242,579.23145,-674.21175,-549.92856,1028.42497,-610.54841,-492.36613,964.22789,-461.29266,-492.71792,972.55460,-777.93371,-441.65780,925.98728,-598.94842,-443.78327,926.04529,-642.03437,-554.71918,746.61237,-365.66018,-605.69826,644.81301,-417.65469,-584.31421,669.40325,-344.70116,-471.48562,669.68374,-376.73640,-369.61052,669.36479,-421.30118,-368.10200,624.00027,-420.86613,-496.79364,843.80127,-836.28339,-594.43256,643.77723,-802.74569,-586.58300,654.85480,-875.94539,-477.03258,680.51115,-857.27710,-373.24011,708.77784,-806.52665,-362.07560,673.01042,-804.89586,-632.52521,505.69724,-517.07951,-628.97066,500.93777,-717.28253,-628.85721,503.76636,-519.59999,-633.25280,490.64971,-688.73198,3.80000000,0.01211776,0.01678715,0.03122327,3.80000000,7.10373280,-0.08062572,2.38124639,-0.58223425,0.58270739,-0.61903315,76.55836932,-6.67895953,4.77056759,87.37725206,1.52502074,8.61991220,-4.31580870,-7.49999923,77.24341168,-5.26761440,-0.84145358,87.04937276,1.51929817,6.00983690,-1.00296723,-7.49999923,-39.87997996,0.61640309,-0.63235055,10.39045058,-8.90797865,-0.41862386,112.56467570,95.07613551,13.32653352,-6.10320548,3.56102242,122.15777978,92.84427071
382,3.81000000,-268.25757,457.73989,-431.72354,-239.55468,394.67181,-401.71138,-272.77814,94.87283,-431.04355,-337.55395,56.38391,-470.05746,-168.63045,47.35381,-403.31489,-126.14957,71.64862,-456.53569,-271.11764,451.89931,-814.18708,-219.65900,392.84083,-820.14868,-268.22036,94.18800,-789.17745,-339.35700,57.71249,-740.91917,-174.29239,44.61820,-807.79724,-129.08264,73.22187,-753.97902,-243.63475,283.91104,-395.74458,-311.80058,395.76698,-418.35873,-323.76150,279.76822,-415.54689,-307.05650,401.11705,-837.82799,-305.58705,278.63853,-834.46034,-546.18156,576.03176,-482.93998,-439.57171,564.77594,-460.17042,-428.61224,526.10839,-408.50493,-571.39703,497.82951,-403.67481,-456.25522,476.10589,-399.46834,-540.19739,557.72179,-792.08927,-403.00969,547.19631,-799.41681,-555.33726,445.82768,-823.50560,-413.16269,443.37611,-829.11697,-574.39730,586.95931,-490.90428,-754.40550,587.81208,-566.36410,-574.51955,576.85594,-747.54524,-757.14620,579.67545,-674.04730,-548.15270,1027.97669,-610.99421,-491.14348,963.91424,-461.42717,-490.92811,972.07098,-778.28914,-440.20348,925.42558,-599.20000,-442.26363,925.28403,-642.31623,-556.21742,747.39262,-364.86569,-608.62465,646.67719,-416.96665,-587.92175,670.90627,-343.55756,-474.66126,667.55652,-374.35569,-372.51967,664.29403,-417.79394,-372.24652,618.78331,-418.32729,-496.18474,843.14903,-836.42028,-597.38566,644.47943,-801.91006,-589.53709,655.34553,-874.72699,-479.36536,678.39855,-857.06913,-374.36737,704.28542,-807.59833,-364.02799,668.30365,-806.33519,-632.66869,505.71686,-516.62771,-628.95310,500.53484,-716.81772,-628.71402,503.26104,-519.55134,-633.01507,490.49225,-688.53018,3.81000000,0.01213679,0.01680033,0.03111870,3.81000000,6.85761201,-0.20191269,2.35078688,-0.58195998,0.58237294,-0.61871493,76.80098896,-6.67109909,4.51408794,87.34979432,1.52454151,8.56292105,-4.81434835,-7.49999923,77.53364984,-5.48408237,-0.87932371,87.03164741,1.51898880,5.82920781,-1.22637690,-7.49999923,-39.76761383,0.62548889,-0.56661540,9.59172932,-9.03158560,-0.82892603,111.87189525,92.56757053,12.64761137,-5.95888173,3.21029637,121.84093317,90.66347596
383,3.82000000,-268.41411,457.63919,-430.95146,-239.63285,394.56492,-400.81040,-272.63699,94.76790,-431.12603,-337.52746,56.56729,-470.23042,-168.63433,47.30304,-403.27554,-126.07865,71.44369,-456.40052,-271.32276,451.73773,-814.80383,-220.02899,392.65883,-820.83583,-268.20202,94.23647,-789.26452,-339.30163,57.83636,-740.89819,-174.27461,44.94740,-808.64229,-129.06420,73.06909,-754.17910,-243.70802,283.71181,-395.23653,-311.99591,395.51368,-417.99093,-323.99355,279.69078,-415.30093,-307.54916,400.81366,-838.31309,-306.07045,278.20096,-834.31210,-546.26172,575.77602,-482.93638,-439.70493,565.01722,-459.59514,-428.67886,526.10393,-407.87839,-571.62632,497.91755,-402.93675,-456.32716,476.25647,-398.64867,-540.35107,557.48798,-792.19021,-403.04038,546.91368,-799.80203,-555.55886,445.63994,-823.67384,-413.24204,443.27423,-829.55520,-574.05432,586.76128,-490.70248,-754.10938,588.01828,-566.28949,-573.81036,576.30196,-746.97027,-756.75208,579.99574,-673.88671,-545.84474,1027.39347,-611.40472,-489.59382,963.11936,-461.93336,-488.56494,971.28813,-778.64663,-438.34993,924.44352,-599.29828,-440.40198,924.22022,-642.45565,-556.74812,747.75069,-363.88457,-611.53711,648.12369,-416.02789,-590.63903,672.16185,-342.14411,-477.13546,665.84937,-371.93008,-374.81095,659.80556,-414.31571,-375.63288,614.32733,-415.15868,-494.99484,842.12091,-836.39876,-599.44346,644.89855,-800.94071,-591.49103,655.55196,-873.79977,-480.86480,676.30088,-857.02172,-374.78255,699.92278,-808.82022,-365.20801,663.92061,-807.85904,-632.66043,505.65857,-516.24102,-628.66241,500.24474,-716.42052,-628.47569,502.98864,-519.41905,-632.62048,490.40608,-688.17728,3.82000000,0.01216578,0.01682038,0.03100456,3.82000000,6.59191715,-0.27598620,2.29635871,-0.58155026,0.58198290,-0.61839019,77.08602969,-6.65842149,4.36706155,87.34901768,1.52452796,8.38218600,-4.53705978,-7.49999925,77.84924224,-5.71374647,-0.91729148,87.07295998,1.51970984,5.74248914,-1.22252341,-7.49999925,-39.72061048,0.61844265,-0.59198254,8.90461309,-9.09655947,-1.38515702,111.37067986,92.12668594,12.04704869,-5.72881639,2.40675531,121.42555246,90.40934575
384,3.83000000,-268.52071,457.69571,-430.13114,-239.58842,394.50932,-399.93606,-272.43783,94.71310,-431.16973,-337.55120,56.79398,-470.51846,-168.56820,47.22396,-403.16589,-125.96133,71.15631,-456.33405,-271.39177,451.75039,-815.49605,-220.30370,392.62148,-821.62131,-268.26802,94.34621,-789.44310,-339.34151,57.88340,-740.91136,-174.27801,45.16206,-809.13245,-129.09212,73.07223,-754.44573,-243.56935,283.52342,-394.52872,-312.10619,395.28429,-417.42587,-324.02017,279.58197,-414.99927,-307.92276,400.75940,-838.55532,-306.53878,278.24719,-834.60133,-546.18418,575.43269,-483.14017,-439.46011,565.00344,-459.03402,-428.59639,526.01641,-407.38672,-571.57318,497.98882,-402.61106,-456.26921,476.54326,-397.66669,-540.36025,557.28245,-792.20312,-403.10305,546.92539,-800.23608,-555.56159,445.63267,-824.03983,-413.23748,443.33099,-830.15240,-573.46399,586.68661,-490.56323,-753.65164,588.23017,-566.28601,-573.29941,576.09221,-746.81661,-756.27511,580.29490,-673.85039,-542.98588,1026.61759,-611.76392,-487.17161,961.86214,-462.50571,-485.63044,970.11334,-778.87804,-436.11643,923.08553,-599.20986,-438.18542,922.85567,-642.40833,-556.53246,747.75154,-362.71074,-614.41406,649.27113,-415.45089,-592.50082,673.27357,-340.32432,-478.93330,664.58198,-369.41344,-376.49507,656.02534,-411.12644,-378.28392,610.68922,-411.47753,-493.28968,840.70828,-836.23208,-600.02041,644.85089,-799.66123,-592.59365,655.34712,-873.02937,-481.49578,674.31709,-857.45498,-374.51222,695.70488,-810.06404,-365.59366,659.63982,-809.15994,-632.34703,505.67986,-516.12336,-628.31137,500.18838,-716.29978,-628.07318,502.84466,-519.34868,-632.18915,490.39451,-688.11172,3.83000000,0.01217623,0.01682760,0.03078908,3.83000000,6.46487312,-0.29586237,2.30050838,-0.58110896,0.58189838,-0.61834983,77.22238146,-6.78401192,4.20152554,87.37050052,1.52490290,8.32496751,-4.45608696,-7.49999928,77.98693987,-5.84071387,-1.00119168,87.11460554,1.52043669,5.72603634,-1.22114448,-7.49999928,-39.94115305,0.61448015,-0.67823447,8.36879833,-9.33722524,-1.73013347,111.04169167,91.62333230,11.69075877,-5.60614574,1.95573906,121.13956126,90.02941162
385,3.84000000,-268.41714,457.81439,-429.08068,-239.45819,394.37251,-399.16998,-272.20221,94.77185,-431.19899,-337.48033,57.07209,-470.69521,-168.42300,47.00467,-402.94563,-125.76968,70.72346,-456.25180,-271.31447,451.88614,-816.07191,-220.43209,392.63316,-822.34985,-268.34517,94.42330,-789.55395,-339.37241,57.91556,-740.89475,-174.28160,45.23055,-809.34269,-129.11668,73.12909,-754.68542,-243.29601,283.44822,-393.74804,-311.95557,395.19489,-416.68081,-323.80102,279.40922,-414.64201,-308.07730,400.89950,-838.71249,-306.95217,278.57033,-834.93624,-546.00550,575.23185,-483.03265,-439.02879,564.77702,-458.56522,-428.38241,526.01190,-406.76019,-571.37617,498.04750,-402.39111,-456.05374,476.74610,-396.85256,-540.22740,557.19237,-792.12179,-403.07957,547.05735,-800.55703,-555.35661,445.81176,-824.43821,-413.12302,443.54354,-830.78056,-572.82153,586.64781,-490.45577,-753.02659,588.49076,-566.23380,-572.77087,575.69773,-746.71189,-755.70357,580.62450,-673.99222,-539.65542,1025.67358,-611.99058,-483.98949,960.21336,-462.79117,-482.27712,968.56690,-778.93335,-433.54570,921.40094,-599.01434,-435.56222,921.14965,-642.27857,-555.77424,747.42801,-361.44844,-616.02670,649.85039,-414.31417,-593.57256,674.29520,-338.12857,-480.10330,663.65639,-366.87686,-377.56139,652.92746,-408.22207,-380.09333,607.77784,-407.79085,-491.07152,838.90551,-836.02635,-599.49421,644.06865,-798.61436,-592.84013,654.71779,-872.31545,-481.30475,672.26840,-858.03527,-373.60314,691.76797,-811.41504,-365.18610,655.51647,-810.49072,-631.99724,505.74074,-516.00312,-627.93628,500.02076,-716.17217,-627.56211,502.62698,-519.27482,-631.75499,490.30565,-688.05750,3.84000000,0.01224490,0.01687498,0.03073227,3.84000000,6.25957217,-0.34712136,2.31979668,-0.58054738,0.58164153,-0.61831713,77.44902239,-6.91369004,4.02643542,87.39403316,1.52531363,8.14474607,-4.38960613,-7.49999930,78.25036054,-5.93188643,-1.00447598,87.21303020,1.52215453,5.78481017,-1.16184129,-7.49999930,-40.12930200,0.67858139,-0.77623070,7.99685768,-9.55292381,-2.18233483,110.86726531,91.35887015,11.46979981,-5.33784223,1.09482216,120.76971074,89.90556422
