Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,time,total_squared_error,marker_error_RMS,marker_error_max
588,5.87000000,-194.79860,438.71369,-432.21165,-148.57609,335.93843,-458.80195,-283.94838,89.16344,-465.09431,-338.13909,50.63786,-513.37396,-176.95490,43.78682,-433.56252,-140.49601,61.54197,-476.01283,-216.33458,448.43532,-811.82890,-157.13885,346.32271,-770.37869,-301.61887,92.05040,-788.12698,-352.02335,52.05855,-737.12216,-186.18546,36.45348,-807.80653,-146.30427,56.44332,-755.92847,-185.40438,229.57537,-471.69192,-198.75297,344.26996,-401.84261,-250.39442,245.83861,-419.24349,-211.52765,379.41238,-835.28098,-246.89617,262.68728,-843.26174,-469.14384,569.36154,-417.47898,-365.93447,559.93146,-423.79063,-341.67200,509.29737,-383.43882,-478.42454,464.34305,-377.77322,-363.04414,456.45223,-382.10308,-484.58280,556.38632,-783.28112,-352.16919,553.38779,-791.81914,-504.76384,448.72266,-811.58452,-363.07207,449.64435,-825.76459,-478.13380,556.88947,-466.07677,-643.85753,632.51024,-529.23848,-473.62991,584.21445,-706.53286,-648.80646,634.91249,-639.26618,-406.31349,1038.51829,-510.05620,-346.11970,979.30747,-367.40140,-317.78635,1035.06122,-642.50766,-303.26979,941.41629,-493.88579,-297.69262,943.10119,-532.58887,-367.73170,854.38294,-303.49489,-499.91168,683.65584,-343.94555,-465.06762,693.73966,-268.58022,-346.30571,688.98136,-292.43716,-255.55816,706.27146,-331.24988,-248.80262,670.76296,-321.82490,-321.29883,916.86667,-747.91871,-430.27127,743.97993,-778.44971,-394.02681,769.00542,-843.06570,-298.11819,748.09781,-798.75626,-207.48543,728.83324,-712.31955,-201.33235,701.32276,-728.37811,-571.37285,500.55216,-496.52029,-565.66158,514.80916,-685.27489,-555.25193,514.82956,-496.66813,-562.42671,518.31262,-656.21815,5.87000000,-14.18539575,4.07753547,1.01135102,-0.50276579,0.57996791,-0.58302075,95.05274316,0.40079768,5.93795105,96.84872931,1.69032920,17.81567186,-16.55070257,-7.49999987,93.08743260,-8.46417767,-1.35721535,94.33197922,1.64640363,18.56336531,1.26319905,-7.49999987,-22.88728815,6.30898138,-1.95580269,16.57271330,-16.38572736,-0.33392621,125.20320670,99.08844790,20.86702794,-16.97044885,11.34032261,116.75684541,99.11163929,5.87000000,0.01488617,0.01860618,0.04422660
589,5.88000000,-194.00883,438.15116,-433.76261,-147.73040,335.52156,-460.07236,-283.65856,89.12697,-465.21261,-338.08168,50.67600,-513.47109,-176.81385,43.86865,-433.79649,-140.36129,61.47869,-476.29148,-215.18030,448.19678,-812.77269,-155.78894,345.58695,-771.35868,-301.53649,91.93681,-787.72298,-352.16689,51.81450,-736.32239,-186.15028,36.56712,-807.84093,-146.26045,56.43340,-755.84562,-184.84109,229.27329,-472.64107,-198.04812,344.14806,-403.32115,-249.74351,246.00282,-420.20298,-210.30196,378.86736,-836.21582,-246.29559,262.28535,-843.62461,-466.33204,570.90231,-414.96711,-362.94777,560.46770,-422.63267,-339.62235,508.65995,-383.32326,-476.95725,465.13655,-377.83173,-361.55953,456.03943,-382.97770,-482.61651,558.54055,-781.66209,-350.24668,554.18719,-791.30318,-504.09340,451.17279,-809.76255,-362.45426,450.77124,-825.57679,-474.72252,559.30615,-464.07603,-639.17597,636.86821,-528.50258,-468.38628,584.76685,-704.92949,-643.27322,639.00938,-638.53091,-397.51113,1039.86203,-509.13130,-336.95346,980.97068,-367.49112,-306.72053,1036.65694,-640.04122,-295.12800,941.92986,-492.99118,-289.30923,943.30783,-531.21486,-357.97533,856.73779,-302.64528,-491.64206,686.46475,-340.74262,-455.87589,696.84844,-266.18206,-337.47986,691.94182,-290.28044,-247.00662,708.85725,-329.84750,-240.07468,673.44952,-320.10261,-309.52518,919.73501,-746.33992,-419.55794,747.22678,-781.26344,-382.12821,773.48571,-844.09341,-286.84622,751.94274,-798.87629,-197.24740,731.70360,-711.55876,-191.08501,704.15502,-727.67854,-568.70005,504.14523,-494.66989,-561.80899,517.11315,-683.47897,-552.35327,517.52537,-495.22467,-558.30291,520.63465,-654.98799,5.88000000,-15.33125817,3.92013529,0.60346465,-0.49891285,0.58183466,-0.58109284,95.52901610,1.22763181,5.80104595,96.38106545,1.68216693,17.99042640,-16.91914618,-7.49999987,93.70985606,-9.33951299,-1.44861314,94.13873970,1.64303096,18.91641218,1.48229323,-7.49999987,-22.29414284,6.33049784,-1.59854649,17.34561764,-16.66721054,0.04109174,125.29450892,99.15432749,21.70060946,-17.93919652,11.69280715,116.92464462,99.13376094,5.88000000,0.01595552,0.01926288,0.04631141
590,5.89000000,-192.84845,437.61816,-435.34510,-146.68782,335.01851,-461.36314,-283.27141,88.90292,-465.48021,-338.01631,50.52175,-513.62417,-176.67667,43.88259,-433.92533,-140.29307,61.32456,-476.50843,-213.65718,448.00783,-813.47411,-154.23929,344.81492,-772.08505,-301.45856,91.93184,-787.48182,-352.21641,51.66952,-735.75511,-186.11405,36.69107,-807.86177,-146.20611,56.46940,-755.79814,-184.17365,228.84839,-473.48488,-197.10097,343.99824,-404.76317,-249.10545,246.33457,-420.93897,-208.81624,378.26889,-836.91690,-245.43395,261.68746,-843.76435,-463.17319,572.71454,-412.64206,-359.91271,561.12606,-421.80948,-337.29714,507.97850,-383.72711,-475.32543,466.42565,-377.79531,-359.94164,455.97802,-383.71851,-479.99955,561.00082,-780.04889,-347.82067,555.12966,-790.80328,-503.00781,453.95015,-808.04357,-361.52623,451.87170,-825.07135,-470.76724,562.05647,-462.25170,-634.16011,641.33851,-527.57205,-462.88021,585.65933,-703.22736,-637.62267,643.27100,-637.65921,-388.93201,1041.49571,-508.47372,-327.86040,983.15353,-367.36815,-296.05945,1038.20617,-637.42722,-286.92809,942.66503,-492.06267,-280.89486,943.96343,-529.84044,-348.68760,859.52047,-301.79484,-483.38929,689.41746,-337.68413,-447.03201,700.14777,-263.89947,-328.94810,695.42580,-287.93556,-238.61952,711.83055,-328.45946,-231.41319,676.29339,-318.79163,-297.81443,922.75942,-744.67813,-408.32123,751.36547,-782.97113,-370.16585,778.18060,-845.28479,-275.38562,756.03297,-799.13715,-186.99320,734.74160,-710.80401,-180.73143,707.11007,-726.91434,-565.46638,507.96826,-492.79018,-557.64536,519.69824,-681.64136,-548.78898,520.48375,-493.79702,-553.81545,523.28895,-653.58397,5.89000000,-16.42798119,3.76734833,0.27514527,-0.49481849,0.58398571,-0.57931749,95.91308832,1.95215838,5.66833980,95.90114439,1.67379073,18.17130193,-17.37411320,-7.49999987,94.23768994,-10.04290491,-1.44544934,93.91499201,1.63912583,19.30622309,1.77009325,-7.49999987,-21.68216471,6.39349999,-1.30994142,18.07267993,-16.98680074,0.50383246,125.35390533,99.20982677,22.56022071,-18.86761183,12.09195959,117.01299841,99.13681683,5.89000000,0.01704823,0.01991157,0.04811518
591,5.90000000,-191.24346,437.09028,-436.90712,-145.46413,334.36550,-462.54009,-282.90958,88.58157,-465.84214,-337.97015,50.37913,-513.64760,-176.56349,43.86559,-434.01520,-140.24213,61.07288,-476.70626,-211.81018,447.69274,-813.68526,-152.66734,343.93557,-772.36019,-301.36003,92.01150,-787.31183,-352.12121,51.67032,-735.76681,-186.09883,36.75240,-807.77808,-146.17834,56.48052,-755.73476,-183.41641,228.27947,-474.11522,-195.95221,343.88363,-406.03512,-248.48156,246.44985,-421.76878,-207.11627,377.62439,-837.29576,-244.42849,261.15141,-843.83861,-459.65001,574.85523,-410.71294,-357.01716,562.52177,-420.87103,-334.81957,507.46587,-384.71132,-473.38690,468.20292,-377.89501,-358.09254,456.25837,-384.28776,-476.75998,563.68127,-778.55553,-344.90313,556.10924,-790.13874,-501.46167,456.86928,-806.31479,-360.25278,453.01598,-824.35857,-466.46878,565.10522,-460.47438,-628.95216,645.90633,-526.49590,-457.63614,586.71742,-701.43577,-631.85451,647.70499,-636.62512,-380.63025,1043.36715,-508.13058,-319.04332,985.60260,-367.34239,-285.95386,1039.75861,-634.82813,-278.93017,943.49608,-491.35481,-272.67884,944.82561,-528.69375,-339.97237,862.85293,-300.75399,-475.29087,692.50314,-334.75559,-438.75279,703.76736,-261.46863,-320.80979,699.40331,-285.54771,-230.49626,715.26907,-327.05683,-222.96781,679.41562,-317.67285,-286.38948,925.89538,-743.11677,-397.20757,755.59276,-784.58654,-358.19513,783.20101,-847.08548,-263.98614,760.06535,-799.37179,-176.75288,737.97196,-710.33315,-170.39252,710.21329,-726.24591,-561.94970,512.03158,-490.76778,-553.51773,522.43958,-679.67056,-544.99273,523.52132,-492.39290,-549.20180,526.12957,-652.09558,5.90000000,-17.46859237,3.54610790,0.00607065,-0.49053658,0.58628961,-0.57752032,96.19121355,2.65308045,5.51270406,95.44237240,1.66578364,18.28806269,-17.98708380,-7.49999987,94.72518355,-10.65385486,-1.29748165,93.69615654,1.63530643,19.79747375,2.24479446,-7.49999987,-21.05801817,6.50453345,-1.07162285,18.71217687,-17.35426454,1.06279617,125.40272709,99.26021858,23.42989897,-19.91078010,12.63604392,117.06773626,99.11218611,5.90000000,0.01801588,0.02046885,0.04980062
592,5.91000000,-189.27223,436.59348,-438.28500,-144.06376,333.58350,-463.52011,-282.66424,88.37049,-466.15818,-337.94936,50.34390,-513.58343,-176.48894,43.85911,-434.03560,-140.15025,60.68900,-477.02238,-209.68916,447.17707,-813.49884,-151.05783,342.98291,-772.36808,-301.20456,92.11803,-787.10162,-351.97754,51.76093,-736.14730,-186.08363,36.78229,-807.68850,-146.16896,56.41078,-755.63950,-182.58400,227.65692,-474.64757,-194.55002,343.73580,-407.05242,-247.67707,246.23874,-422.61867,-205.24240,377.01441,-837.51869,-243.32635,260.86299,-844.04729,-455.64271,577.28893,-409.29882,-353.59241,564.22490,-419.87426,-332.04816,507.53673,-385.49324,-471.01466,470.46115,-377.98505,-355.85771,456.86541,-384.71301,-473.06969,566.45658,-777.22984,-341.57351,557.20426,-789.40071,-499.49066,459.92725,-804.61082,-358.56017,454.31803,-823.67260,-461.96030,568.36366,-458.85897,-623.61998,650.56489,-525.47049,-452.64597,588.21404,-699.66396,-625.98807,652.30436,-635.44014,-372.59708,1045.39872,-507.85867,-310.68958,988.03245,-367.39098,-276.43193,1041.42762,-632.68642,-271.19476,944.65663,-490.75024,-264.70254,945.86421,-527.70144,-331.81434,866.44773,-299.67683,-467.58350,695.80123,-332.28360,-430.86672,707.60859,-259.25984,-312.95227,703.58031,-283.66287,-222.75920,719.15124,-325.65201,-214.90537,683.03039,-316.45084,-275.39709,928.96358,-741.70773,-386.53415,759.55091,-786.55225,-346.52745,788.24503,-849.19857,-252.96721,763.82000,-799.35778,-166.68256,741.36873,-710.09487,-160.27926,713.52357,-725.73337,-558.20804,516.25797,-488.83575,-549.38823,525.49521,-677.78328,-541.07962,526.75352,-491.14655,-544.51493,529.27684,-650.67809,5.91000000,-18.32351968,3.31946688,-0.16667673,-0.48616141,0.58907217,-0.57594543,96.28183447,3.20544660,5.32689721,94.99334741,1.65794668,17.89329801,-19.08104604,-7.49999987,94.95166204,-11.06150916,-1.04778604,93.42629910,1.63059653,20.67589249,3.44155267,-7.49999987,-20.61290477,6.66181902,-0.87818186,19.28479764,-17.71415327,1.49901980,125.51214796,99.31051428,24.37917130,-20.94207184,13.24540605,117.09348773,98.89775283,5.91000000,0.01878887,0.02090336,0.05108857
593,5.92000000,-187.05372,436.08227,-439.37043,-142.44810,332.70428,-464.36312,-282.47536,88.33053,-466.42105,-337.89134,50.32994,-513.53820,-176.42867,43.84584,-433.98956,-140.03199,60.21126,-477.47907,-207.31271,446.56804,-813.14291,-149.28947,341.99683,-772.34693,-301.03271,92.23917,-786.92211,-351.83225,51.95897,-736.59606,-186.06111,36.81045,-807.68519,-146.14815,56.29583,-755.57022,-181.64204,226.97702,-475.21329,-192.84553,343.35691,-407.90194,-246.50994,245.81560,-423.34952,-203.23300,376.37082,-837.55783,-242.11568,260.57151,-844.08647,-451.14503,579.99336,-408.28039,-348.93882,565.18848,-419.34797,-328.83033,508.25182,-385.69302,-468.20753,473.11402,-377.82888,-353.25872,457.86867,-385.02572,-468.99543,569.26678,-776.10543,-338.11738,558.53761,-788.66819,-497.18795,463.04086,-803.10112,-356.45214,455.55553,-822.87784,-457.43504,571.87383,-457.29285,-618.26510,655.39385,-524.56063,-447.70298,590.24274,-697.97131,-620.06851,657.04785,-634.23423,-364.84641,1047.60933,-507.47565,-302.74100,990.93285,-367.10544,-267.48097,1043.20873,-631.07551,-263.65082,946.41965,-490.01182,-257.01190,947.38070,-526.65894,-324.11105,869.92873,-298.88374,-460.27445,699.41647,-330.47113,-423.29975,711.56823,-257.38680,-305.31268,707.81981,-282.31972,-215.40489,723.31162,-324.32369,-207.30449,687.22094,-315.02881,-264.96098,931.76988,-740.21165,-376.34136,763.23998,-788.42783,-335.52737,792.70546,-850.69464,-242.49301,767.31746,-799.29360,-157.00069,744.76137,-709.81490,-150.58474,716.92761,-725.29141,-554.34959,520.68355,-487.05591,-545.15098,528.91932,-676.03067,-537.16224,530.33778,-489.96609,-539.78247,532.74136,-649.36507,5.92000000,-19.02907008,3.22540059,-0.25940018,-0.48163926,0.59222525,-0.57459062,96.24169953,3.58294176,5.27783993,94.67691340,1.65242386,17.98156410,-19.16927484,-7.49999987,94.96281758,-11.33207192,-1.02350990,93.08241024,1.62459453,20.80038212,3.45388008,-7.49999987,-20.31040563,6.68647058,-0.86494152,19.72475627,-17.80228642,1.45796554,125.70301836,99.32348062,25.14686387,-21.58551269,13.04339730,117.14243105,98.87219159,5.92000000,0.01937420,0.02122646,0.05186127
594,5.93000000,-184.61559,435.49934,-440.24222,-140.61176,331.73912,-465.14717,-282.25662,88.34054,-466.64002,-337.76691,50.31131,-513.46276,-176.35185,43.80491,-433.99047,-139.94411,59.82003,-477.88916,-204.68697,446.00629,-812.69249,-147.31188,340.94501,-772.22815,-300.86951,92.31995,-786.78216,-351.65448,52.19144,-736.95671,-186.04736,36.80704,-807.72241,-146.10233,56.18047,-755.56816,-180.52307,226.20371,-475.83048,-190.88828,342.75216,-408.65928,-245.04987,245.32119,-424.09389,-201.12697,375.61927,-837.26583,-240.81991,260.05083,-843.57159,-446.35820,582.92559,-407.39267,-343.80338,566.04179,-419.09858,-325.22016,509.26651,-385.73553,-465.00745,475.99331,-377.50891,-350.37119,459.19709,-385.29297,-464.62305,572.13395,-775.17080,-334.59155,559.94679,-787.91905,-494.58206,466.14246,-801.86744,-354.01998,456.65156,-821.90181,-452.82307,575.67317,-455.69264,-612.87861,660.38034,-523.61562,-442.75344,592.57801,-696.51813,-614.11817,661.94875,-633.11483,-357.42198,1050.09339,-507.07876,-295.05913,995.18443,-366.49409,-259.17323,1045.04437,-629.70666,-256.42151,948.59621,-489.24984,-249.77538,949.48610,-525.61854,-316.79447,873.44853,-298.18317,-453.11488,703.28134,-329.05471,-416.08509,715.58284,-255.79218,-298.01051,712.17386,-281.03395,-208.35747,727.63834,-323.14928,-200.13790,691.87938,-313.43970,-255.29298,934.26283,-738.54579,-366.79800,766.58661,-789.92857,-325.27843,796.43018,-851.35537,-232.61997,770.71276,-799.48361,-147.90447,748.11621,-709.47390,-141.39129,720.24099,-724.89242,-550.34423,525.33671,-485.34199,-540.84744,532.58273,-674.34218,-533.18733,534.07661,-488.80439,-534.99188,536.36009,-648.25184,5.93000000,-19.81087898,3.03488955,-0.56451048,-0.47694837,0.59539876,-0.57283522,96.17299066,4.25517684,5.16219822,94.13711862,1.64300267,18.27669207,-19.76324130,-7.49999987,95.06914276,-11.82598929,-0.80222656,92.81652605,1.61995398,21.36724741,3.72355606,-7.49999987,-19.81637139,6.75583443,-0.75823570,20.23917459,-17.80063785,1.93998157,125.81970895,99.37302003,25.64339044,-22.59650778,13.67191338,117.19533442,98.78484832,5.93000000,0.01970387,0.02140630,0.05195643
595,5.94000000,-181.94436,434.83710,-441.02459,-138.66550,330.68980,-465.88302,-282.03987,88.34404,-466.67948,-337.66191,50.30916,-513.35952,-176.26474,43.72820,-434.08272,-139.90544,59.57083,-478.13584,-201.83538,445.50054,-812.16908,-145.16755,339.80274,-771.94475,-300.67636,92.29347,-786.58871,-351.44750,52.29586,-737.25015,-186.02947,36.75142,-807.74620,-146.04391,56.07914,-755.60922,-179.28778,225.38459,-476.38894,-188.78127,342.06250,-409.26450,-243.58691,244.95045,-424.71009,-198.93819,374.90793,-836.76017,-239.53112,259.54110,-842.83065,-441.39952,585.92554,-406.54321,-339.23931,568.01395,-418.63078,-321.32782,510.28079,-385.89105,-461.47229,479.01277,-377.21322,-347.19428,460.60787,-385.54716,-460.13426,575.04772,-774.36277,-330.66646,561.19325,-787.30296,-491.66500,469.33473,-800.78504,-351.36988,457.91758,-821.07920,-447.70618,579.74018,-454.34278,-607.25020,665.43250,-522.53180,-437.78841,595.13108,-695.43764,-608.15900,666.98783,-632.03371,-350.38727,1052.91122,-506.84272,-287.79161,1000.39369,-365.90038,-251.67746,1047.05028,-628.53598,-249.62686,951.00728,-488.50731,-242.98279,952.04586,-524.63151,-309.85149,877.26935,-297.26052,-446.14058,707.18368,-327.81018,-409.24672,719.61064,-254.51874,-291.14222,716.63337,-279.66439,-201.60956,732.15465,-322.09977,-193.35112,696.73415,-311.86285,-246.61088,936.58493,-737.02743,-358.04756,769.68014,-791.08955,-315.78646,799.70295,-851.70628,-223.47733,774.04786,-799.80381,-139.46389,751.54210,-709.23730,-132.71476,723.50816,-724.61307,-545.85083,530.16055,-483.71285,-536.46792,536.41384,-672.75466,-528.72000,537.85196,-487.77770,-530.04465,540.11803,-647.33709,5.94000000,-20.39485665,2.91454598,-0.59837372,-0.47214901,0.59904485,-0.57170277,95.93597612,4.52987216,5.12656409,93.74384921,1.63613882,18.36880984,-19.88186638,-7.49999987,94.89365234,-11.94182820,-0.69742433,92.40983046,1.61285580,21.54380968,3.78241310,-7.49999987,-19.50133769,6.80066356,-0.83722420,20.57832836,-17.82057789,1.94634283,125.95517019,99.39205310,26.12901257,-23.01806210,13.55370966,117.18461708,98.74458060,5.94000000,0.01992452,0.02152582,0.05191260
596,5.95000000,-179.12819,434.15876,-441.66637,-136.74396,329.57851,-466.47229,-281.86908,88.34391,-466.59274,-337.64958,50.30428,-513.31900,-176.18525,43.61844,-434.15517,-139.87668,59.30070,-478.30378,-198.82068,444.95779,-811.63972,-142.95314,338.61543,-771.71941,-300.44249,92.19787,-786.33478,-351.25884,52.23273,-737.64014,-185.98237,36.65523,-807.78256,-145.99792,55.97948,-755.65008,-178.09578,224.58592,-476.79073,-186.60967,341.33722,-409.60477,-242.32683,244.80455,-424.76984,-196.66013,374.37886,-836.28167,-238.34185,259.36407,-842.49160,-436.22488,588.85968,-405.78495,-334.70610,570.20338,-418.30120,-317.28954,511.21953,-386.03929,-457.75378,482.14510,-376.91321,-343.82254,461.94868,-385.79045,-455.58362,577.94379,-773.62859,-326.32001,562.27179,-786.77744,-488.55696,472.66083,-799.69594,-348.55423,459.45009,-820.52375,-442.11568,584.09473,-453.19517,-601.40632,670.55254,-521.30589,-432.80105,597.96594,-694.63918,-602.24598,672.07820,-630.97028,-343.81760,1056.13268,-506.63720,-281.25569,1004.86181,-365.38247,-245.05461,1049.45681,-627.78905,-243.05233,954.05669,-487.27196,-236.51833,954.99854,-523.61520,-303.30986,881.25441,-296.29885,-439.62807,711.04097,-326.80782,-402.87345,723.71434,-253.45244,-284.69200,721.13243,-278.52388,-195.21267,736.84311,-321.14510,-186.93226,701.54863,-310.59620,-239.02926,938.93252,-735.90747,-350.14187,772.67549,-791.93561,-307.22442,802.66293,-851.90849,-215.26229,777.21009,-799.88696,-131.62197,755.02969,-709.15932,-124.66818,726.93065,-724.48263,-540.86708,535.14438,-482.13036,-531.97295,540.40476,-671.22580,-523.75712,541.80503,-486.76264,-524.98039,544.02719,-646.47697,5.95000000,-20.91630901,2.66844984,-0.65214674,-0.46714084,0.60281681,-0.57057154,95.57272575,4.84598647,4.98033091,93.32137597,1.62876527,18.73690757,-20.36630653,-7.49999987,94.68620624,-12.11634161,-0.48386772,92.06069730,1.60676228,22.17309485,4.01924206,-7.49999987,-19.15518339,7.02961356,-0.97673581,20.97429400,-17.71695555,2.26697028,125.97723666,99.44698575,26.33205632,-23.56142968,13.69957745,117.10853700,98.62989467,5.95000000,0.01985533,0.02148841,0.05096791
597,5.96000000,-176.31628,433.51238,-442.10292,-134.87991,328.45821,-466.81920,-281.67059,88.30127,-466.65184,-337.66639,50.28299,-513.33759,-176.12368,43.53543,-434.07757,-139.81959,58.94826,-478.47040,-195.77505,444.25114,-810.94544,-140.74212,337.42000,-771.68894,-300.20977,92.12526,-786.09656,-351.11267,52.13377,-738.17671,-185.93176,36.53523,-807.85669,-145.97929,55.84449,-755.67240,-176.98677,223.79931,-477.12003,-184.44354,340.59144,-409.66855,-241.06065,244.59775,-424.45557,-194.35409,373.88421,-835.85763,-237.25991,259.38753,-842.44173,-430.91170,591.79653,-405.03271,-329.81495,571.29985,-418.53143,-313.28364,512.15187,-386.07552,-454.04799,485.35960,-376.46873,-340.51715,463.30010,-385.97928,-450.87931,580.85454,-773.01153,-321.89337,563.27745,-786.01635,-485.38933,476.04071,-798.58661,-345.57768,460.92361,-819.80983,-436.61028,588.77266,-451.81517,-595.68154,675.82329,-519.97999,-427.81052,601.08831,-693.99252,-596.44017,677.20337,-629.98555,-337.70414,1059.90858,-506.14183,-275.49909,1007.88550,-364.81485,-239.18758,1052.38338,-627.53411,-236.84650,957.93722,-485.81949,-230.49017,958.44813,-522.66788,-297.27105,885.31317,-295.52446,-433.56242,715.00328,-326.05335,-396.98164,727.96943,-252.51680,-278.66380,725.65952,-277.76529,-189.20641,741.59780,-320.30898,-180.90639,706.40694,-309.66012,-232.53809,941.44050,-735.13581,-343.15317,775.51315,-792.40300,-299.72695,805.34065,-851.71844,-208.06257,780.19744,-799.59174,-124.42020,758.51565,-709.09797,-117.39133,730.53238,-724.37891,-535.85564,540.33796,-480.49927,-527.42565,544.56130,-669.64232,-518.86897,545.99890,-485.53681,-519.97342,548.00801,-645.66913,5.96000000,-21.35372582,2.54199887,-0.66059602,-0.46224172,0.60678108,-0.56955789,95.16445596,5.03205144,4.90734850,92.90831905,1.62155607,18.83350764,-20.45933761,-7.49999987,94.32495565,-12.16237985,-0.33753041,91.61863136,1.59904677,22.35738284,4.10072522,-7.49999987,-18.87337964,7.08286539,-1.04264283,21.10153756,-17.71408404,2.31237841,126.05740014,99.46695375,26.54727910,-23.77997884,13.54437235,117.09985222,98.58631708,5.96000000,0.01954193,0.02131815,0.05002763
598,5.97000000,-173.61356,432.83470,-442.42548,-133.05752,327.36682,-466.99751,-281.40415,88.24743,-466.82245,-337.60906,50.23665,-513.39789,-176.09089,43.45462,-433.94644,-139.74202,58.63745,-478.63534,-192.76894,443.43488,-810.03383,-138.54987,336.19908,-771.63887,-299.99571,92.09155,-785.91271,-350.96955,52.15588,-738.66296,-185.92451,36.41598,-807.94391,-145.96800,55.68701,-755.71990,-175.87677,222.99940,-477.45780,-182.36727,339.81012,-409.69525,-239.38395,243.88033,-424.56223,-192.11818,373.23596,-835.39215,-236.20024,259.23419,-842.04335,-425.66484,594.86453,-404.19701,-325.70218,571.98107,-418.87978,-309.35995,513.23697,-385.94496,-450.46333,488.72075,-375.87945,-337.43469,464.85905,-385.96294,-445.96420,583.97846,-772.57867,-317.37115,564.37050,-785.21857,-482.06913,479.48971,-797.46290,-342.44885,462.15526,-818.61646,-431.33868,593.81022,-450.34734,-590.15363,681.34344,-518.79150,-422.79741,604.51606,-693.41210,-590.74753,682.47198,-629.09576,-331.95710,1064.27689,-505.43400,-270.31855,1010.72518,-364.22237,-233.94930,1055.85933,-627.66891,-231.85629,961.95414,-486.09263,-224.94170,962.64890,-521.87498,-291.81948,889.66282,-294.80995,-427.79171,719.26527,-325.54871,-391.46762,732.35786,-251.90291,-273.10185,730.25923,-277.20792,-183.59771,746.36710,-319.59350,-175.29899,711.47063,-308.79629,-227.04475,944.22942,-734.63202,-337.07942,778.16434,-792.37430,-293.30317,807.94650,-851.14878,-201.83880,783.26398,-799.10678,-118.07806,762.09495,-708.83137,-110.86186,734.19800,-724.18748,-530.97225,545.81074,-478.91420,-522.85428,548.95394,-668.09199,-514.16277,550.54084,-484.26400,-515.02749,552.18412,-644.93020,5.97000000,-21.59781631,2.21008076,-0.78926496,-0.45730664,0.61118425,-0.56843817,94.47378384,5.35789741,4.59851837,92.36388246,1.61205386,19.02755778,-21.12875609,-7.49999987,93.80330514,-12.36318259,0.06494521,91.26587929,1.59289009,23.53221143,5.19711091,-7.49999987,-18.76422641,7.37346916,-1.19784161,21.57491565,-17.57797895,2.78441513,125.88001727,99.65196083,26.33271048,-23.87443297,13.02923538,117.18941754,98.14783516,5.97000000,0.01912316,0.02108849,0.04844006
